site_id,site_name,state,latitude,longitude,sample_date,characteristic,result_value,unit
USGS-413510081340100,,,,,2017-09-03,Turbidity,23.0,NTRU
USGS-413510081340100,,,,,2017-09-03,Wave height,1.5,ft
USGS-412922081442303,,,,,2017-08-12,"Temperature, water",21.9,deg C
USGS-412922081442303,,,,,2017-08-12,Escherichia coli,110.0,MPN/100 ml
USGS-412922081442303,,,,,2017-08-12,Turbidity,8.4,NTRU
USGS-412922081442303,,,,,2017-08-12,Wave height,1.5,ft
USGS-412928081560220,,,,,2017-07-08,"Temperature, water",22.5,deg C
USGS-412928081560220,,,,,2017-07-08,Escherichia coli,240.0,MPN/100 ml
USGS-412928081560220,,,,,2017-07-08,Turbidity,23.0,NTRU
USGS-412928081560220,,,,,2017-07-08,Wave height,1.2,ft
USGS-413510081340100,,,,,2017-07-09,Escherichia coli,130.0,MPN/100 ml
USGS-413510081340100,,,,,2017-07-09,Turbidity,2.3,NTRU
USGS-413510081340100,,,,,2017-07-09,Wave height,0.3,ft
USGS-412928081560220,,,,,2017-06-29,"Temperature, water",19.7,deg C
USGS-412928081560220,,,,,2017-06-29,Escherichia coli,15.0,MPN/100 ml
USGS-412928081560220,,,,,2017-06-29,Turbidity,14.0,NTRU
USGS-412928081560220,,,,,2017-06-29,Wave height,0.1,ft
USGS-412928081560220,,,,,2017-06-22,"Temperature, water",21.7,deg C
USGS-412928081560220,,,,,2017-06-22,Escherichia coli,16.0,MPN/100 ml
USGS-412928081560220,,,,,2017-06-22,Turbidity,6.1,NTRU
USGS-412928081560220,,,,,2017-06-22,Wave height,0.0,ft
USGS-412928081560220,,,,,2017-06-12,"Temperature, water",18.7,deg C
USGS-412928081560220,,,,,2017-06-12,Escherichia coli,55.0,MPN/100 ml
USGS-412928081560220,,,,,2017-06-12,Turbidity,5.3,NTRU
USGS-412928081560220,,,,,2017-06-12,Wave height,0.0,ft
USGS-412922081442303,,,,,2017-08-23,"Temperature, water",22.5,deg C
USGS-412922081442303,,,,,2017-08-23,Escherichia coli,320.0,MPN/100 ml
USGS-412922081442303,,,,,2017-08-23,Turbidity,24.0,NTRU
USGS-412922081442303,,,,,2017-08-23,Wave height,1.5,ft
USGS-413510081340100,,,,,2017-07-18,Escherichia coli,240.0,MPN/100 ml
USGS-413510081340100,,,,,2017-07-18,Turbidity,2.6,NTRU
USGS-413510081340100,,,,,2017-07-18,Wave height,0.0,ft
USGS-413510081340100,,,,,2017-09-11,"Temperature, water",19.4,deg C
USGS-413510081340100,,,,,2017-09-11,Escherichia coli,12.0,MPN/100 ml
USGS-413510081340100,,,,,2017-09-11,Turbidity,1.5,NTRU
USGS-413510081340100,,,,,2017-09-11,Wave height,0.2,ft
USGS-413510081340100,,,,,2017-06-01,"Temperature, water",17.5,deg C
USGS-413510081340100,,,,,2017-06-01,Escherichia coli,450.0,MPN/100 ml
USGS-413510081340100,,,,,2017-06-01,Turbidity,6.4,NTRU
USGS-413510081340100,,,,,2017-06-01,Wave height,0.5,ft
USGS-412922081442303,,,,,2017-06-27,"Temperature, water",19.5,deg C
USGS-412922081442303,,,,,2017-06-27,Escherichia coli,68.0,MPN/100 ml
USGS-412922081442303,,,,,2017-06-27,Turbidity,37.0,NTRU
USGS-412922081442303,,,,,2017-06-27,Wave height,3.5,ft
USGS-413510081340100,,,,,2017-07-12,Escherichia coli,340.0,MPN/100 ml
USGS-413510081340100,,,,,2017-07-12,Wave height,0.8,ft
USGS-412928081560220,,,,,2017-07-20,"Temperature, water",24.7,deg C
USGS-412928081560220,,,,,2017-07-20,Escherichia coli,12.0,MPN/100 ml
USGS-412928081560220,,,,,2017-07-20,Turbidity,3.7,NTRU
USGS-412928081560220,,,,,2017-07-20,Wave height,0.1,ft
USGS-413510081340100,,,,,2017-07-22,Escherichia coli,41.0,MPN/100 ml
USGS-413510081340100,,,,,2017-07-22,Turbidity,1.4,NTRU
USGS-413510081340100,,,,,2017-07-22,Wave height,0.0,ft
USGS-413510081340100,,,,,2017-05-28,Escherichia coli,72.0,MPN/100 ml
USGS-413510081340100,,,,,2017-05-28,Turbidity,1.9,NTRU
USGS-413510081340100,,,,,2017-05-28,Wave height,0.1,ft
USGS-413510081340100,,,,,2017-05-29,"Temperature, water",15.3,deg C
USGS-413510081340100,,,,,2017-05-29,Escherichia coli,780.0,MPN/100 ml
USGS-413510081340100,,,,,2017-05-29,Wave height,0.5,ft
USGS-04208000,,,,,2017-10-04,Stream width measure,74.0,ft
USGS-04208000,,,,,2017-10-04,"Temperature, water",17.3,deg C
USGS-04208000,,,,,2017-10-04,Barometric pressure,754.0,mm/Hg
USGS-04208000,,,,,2017-10-04,"Stream flow, instantaneous",227.0,ft3/s
USGS-04208000,,,,,2017-10-04,Number of sampling points,11.0,count
USGS-04208000,,,,,2017-10-04,"Height, gage",2.72,ft
USGS-04208000,,,,,2017-10-04,Specific conductance,1070.0,uS/cm @25C
USGS-04208000,,,,,2017-10-04,"Acidity, (H+)",1e-05,mg/l
USGS-04208000,,,,,2017-10-04,Oxygen,9.1,mg/l
USGS-04208000,,,,,2017-10-04,Oxygen,96.0,% saturatn
USGS-04208000,,,,,2017-10-04,pH,8.0,std units
USGS-04208000,,,,,2017-10-04,Organic Nitrogen,1.1,mg/l
USGS-04208000,,,,,2017-10-04,Ammonia and ammonium,0.04,mg/l as N
USGS-04208000,,,,,2017-10-04,Nitrite,0.056,mg/l as N
USGS-04208000,,,,,2017-10-04,Nitrate,6.93,mg/l as N
USGS-04208000,,,,,2017-10-04,Inorganic nitrogen (nitrate and nitrite),6.98,mg/l as N
USGS-04208000,,,,,2017-10-04,Orthophosphate,0.461,mg/l asPO4
USGS-04208000,,,,,2017-10-04,Phosphorus,0.198,mg/l as P
USGS-04208000,,,,,2017-10-04,Orthophosphate,0.15,mg/l as P
USGS-04208000,,,,,2017-10-04,Chloride,177.0,mg/l
USGS-04208000,,,,,2017-10-04,"Height, gage",0.83,m
USGS-04208000,,,,,2017-10-04,"Stream flow, instantaneous",6.4,m3/sec
USGS-04208000,,,,,2017-10-04,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",8.16,mg/l
USGS-04208000,,,,,2017-10-04,Turbidity,6.4,FNU
USGS-04208000,,,,,2017-10-04,Ammonia and ammonium,0.056,mg/l NH4
USGS-04208000,,,,,2017-10-04,Nitrate,30.7,mg/l asNO3
USGS-04208000,,,,,2017-10-04,Nitrite,0.183,mg/l asNO2
USGS-04208000,,,,,2017-10-04,Suspended Sediment Concentration (SSC),12.0,mg/l
USGS-04208000,,,,,2017-10-04,Suspended Sediment Discharge,7.4,tons/day
USGS-412922081442303,,,,,2017-06-04,"Temperature, water",18.7,deg C
USGS-412922081442303,,,,,2017-06-04,Escherichia coli,4.0,MPN/100 ml
USGS-412922081442303,,,,,2017-06-04,Turbidity,2.7,NTRU
USGS-412922081442303,,,,,2017-06-04,Wave height,0.5,ft
USGS-412922081442303,,,,,2017-08-22,"Temperature, water",24.4,deg C
USGS-412922081442303,,,,,2017-08-22,Escherichia coli,18.0,MPN/100 ml
USGS-412922081442303,,,,,2017-08-22,Turbidity,3.4,NTRU
USGS-412922081442303,,,,,2017-08-22,Wave height,0.3,ft
USGS-412922081442303,,,,,2017-08-01,"Temperature, water",20.3,deg C
USGS-412922081442303,,,,,2017-08-01,Escherichia coli,7.0,MPN/100 ml
USGS-412922081442303,,,,,2017-08-01,Turbidity,3.7,NTRU
USGS-412922081442303,,,,,2017-08-01,Wave height,0.2,ft
USGS-413510081340100,,,,,2017-06-21,Escherichia coli,58.0,MPN/100 ml
USGS-413510081340100,,,,,2017-06-21,Turbidity,7.6,NTRU
USGS-413510081340100,,,,,2017-06-21,Wave height,0.7,ft
USGS-413510081340100,,,,,2017-07-16,Escherichia coli,180.0,MPN/100 ml
USGS-413510081340100,,,,,2017-07-16,Turbidity,3.1,NTRU
USGS-413510081340100,,,,,2017-07-16,Wave height,0.3,ft
USGS-04208000,,,,,2017-07-06,Stream width measure,120.0,ft
USGS-04208000,,,,,2017-07-06,"Temperature, water",23.6,deg C
USGS-04208000,,,,,2017-07-06,Barometric pressure,746.0,mm/Hg
USGS-04208000,,,,,2017-07-06,"Stream flow, instantaneous",639.0,ft3/s
USGS-04208000,,,,,2017-07-06,Number of sampling points,10.0,count
USGS-04208000,,,,,2017-07-06,"Height, gage",3.6,ft
USGS-04208000,,,,,2017-07-06,Specific conductance,719.0,uS/cm @25C
USGS-04208000,,,,,2017-07-06,"Acidity, (H+)",1e-05,mg/l
USGS-04208000,,,,,2017-07-06,Oxygen,7.8,mg/l
USGS-04208000,,,,,2017-07-06,Oxygen,93.0,% saturatn
USGS-04208000,,,,,2017-07-06,pH,7.9,std units
USGS-04208000,,,,,2017-07-06,"Height, gage",1.1,m
USGS-04208000,,,,,2017-07-06,"Stream flow, instantaneous",18.0,m3/sec
USGS-04208000,,,,,2017-07-06,Fluoranthene,0.02,ug/l
USGS-04208000,,,,,2017-07-06,Phenanthrene,0.01,ug/l
USGS-04208000,,,,,2017-07-06,Pyrene,0.01,ug/l
USGS-04208000,,,,,2017-07-06,Atrazine,0.05,ug/l
USGS-04208000,,,,,2017-07-06,"Tris(1,3-dichloro-2-propyl)phosphate",0.04,ug/l
USGS-04208000,,,,,2017-07-06,"N,N-Diethyl-m-toluamide",0.04,ug/l
USGS-04208000,,,,,2017-07-06,Anthraquinone,0.02,ug/l
USGS-04208000,,,,,2017-07-06,"1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[g]-2-benzopyran",0.04,ug/l
USGS-04208000,,,,,2017-07-06,Tris(2-chloroethyl) phosphate,0.02,ug/l
USGS-04208000,,,,,2017-07-06,Triethyl citrate,0.03,ug/l
USGS-04208000,,,,,2017-07-06,Decafluorobiphenyl,30.7,%
USGS-04208000,,,,,2017-07-06,Fluoranthene-d10,33.4,%
USGS-04208000,,,,,2017-07-06,Turbidity,20.0,NTRU
USGS-04208000,,,,,2017-07-06,Metolachlor,0.02,ug/l
USGS-04208000,,,,,2017-07-06,Caffeine-d9,21.5,%
USGS-04208000,,,,,2017-07-06,Bisphenol A-d14,19.0,%
USGS-412922081442303,,,,,2017-09-12,"Temperature, water",17.1,deg C
USGS-412922081442303,,,,,2017-09-12,Escherichia coli,9.0,MPN/100 ml
USGS-412922081442303,,,,,2017-09-12,Turbidity,3.7,NTRU
USGS-412922081442303,,,,,2017-09-12,Wave height,0.1,ft
USGS-412928081560220,,,,,2017-07-17,"Temperature, water",22.9,deg C
USGS-412928081560220,,,,,2017-07-17,Escherichia coli,200.0,MPN/100 ml
USGS-412928081560220,,,,,2017-07-17,Turbidity,29.0,NTRU
USGS-412928081560220,,,,,2017-07-17,Wave height,1.2,ft
USGS-04201500,,,,,2017-04-03,Stream width measure,132.0,ft
USGS-04201500,,,,,2017-04-03,"Temperature, water",12.0,deg C
USGS-04201500,,,,,2017-04-03,Barometric pressure,733.0,mm/Hg
USGS-04201500,,,,,2017-04-03,Number of sampling points,10.0,count
USGS-04201500,,,,,2017-04-03,Specific conductance,648.0,uS/cm @25C
USGS-04201500,,,,,2017-04-03,Oxygen,11.0,mg/l
USGS-04201500,,,,,2017-04-03,Oxygen,106.0,% saturatn
USGS-04201500,,,,,2017-04-03,pH,8.5,std units
USGS-04201500,,,,,2017-04-03,Anthracene,0.01,ug/l
USGS-04201500,,,,,2017-04-03,Benzo[a]pyrene,0.02,ug/l
USGS-04201500,,,,,2017-04-03,Fluoranthene,0.04,ug/l
USGS-04201500,,,,,2017-04-03,Phenanthrene,0.02,ug/l
USGS-04201500,,,,,2017-04-03,Pyrene,0.03,ug/l
USGS-04201500,,,,,2017-04-03,Atrazine,0.01,ug/l
USGS-04201500,,,,,2017-04-03,"N,N-Diethyl-m-toluamide",0.03,ug/l
USGS-04201500,,,,,2017-04-03,.beta.-Sitosterol,0.3,ug/l
USGS-04201500,,,,,2017-04-03,Cholesterol,0.5,ug/l
USGS-04201500,,,,,2017-04-03,"1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[g]-2-benzopyran",0.08,ug/l
USGS-04201500,,,,,2017-04-03,4-Nonylphenols,0.1,ug/l
USGS-04201500,,,,,2017-04-03,Triethyl citrate,0.05,ug/l
USGS-04201500,,,,,2017-04-03,Decafluorobiphenyl,60.4,%
USGS-04201500,,,,,2017-04-03,Fluoranthene-d10,76.8,%
USGS-04201500,,,,,2017-04-03,"3,4-Dichlorophenyl isocyanate",0.02,ug/l
USGS-04201500,,,,,2017-04-03,Turbidity,25.0,FNU
USGS-04201500,,,,,2017-04-03,Carbazole,0.006,ug/l
USGS-04201500,,,,,2017-04-03,Caffeine,0.09,ug/l
USGS-04201500,,,,,2017-04-03,Metolachlor,0.01,ug/l
USGS-04201500,,,,,2017-04-03,Caffeine-d9,71.8,%
USGS-04201500,,,,,2017-04-03,Bisphenol A-d14,75.0,%
USGS-413510081340100,,,,,2017-08-01,Escherichia coli,36.0,MPN/100 ml
USGS-413510081340100,,,,,2017-08-01,Turbidity,2.2,NTRU
USGS-413510081340100,,,,,2017-08-01,Wave height,0.2,ft
USGS-412735081375500,,,,,2017-03-07,"Temperature, water",12.8,deg C
USGS-412735081375500,,,,,2017-03-07,"Temperature, air",12.8,deg C
USGS-412735081375500,,,,,2017-03-07,"Flow rate, instantaneous",0.1,gal/min
USGS-412735081375500,,,,,2017-03-07,Specific conductance,2130.0,uS/cm @25C
USGS-412735081375500,,,,,2017-03-07,"Acidity, (H+)",7e-05,mg/l
USGS-412735081375500,,,,,2017-03-07,Oxygen,3.1,mg/l
USGS-412735081375500,,,,,2017-03-07,pH,7.1,std units
USGS-412735081375500,,,,,2017-03-07,Carbon dioxide,59.0,mg/l
USGS-412735081375500,,,,,2017-03-07,Carbonate,0.4,mg/l
USGS-412735081375500,,,,,2017-03-07,Bicarbonate,501.0,mg/l
USGS-412735081375500,,,,,2017-03-07,Depth to water level below land surface,3.26,m
USGS-412735081375500,,,,,2017-03-07,Alkalinity,411.0,mg/l CaCO3
USGS-412735081375500,,,,,2017-03-07,Oxidation reduction potential (ORP),-92.6,mV
USGS-412735081375500,,,,,2017-03-07,Turbidity,8.7,NTRU
USGS-412735081375500,,,,,2017-03-07,Hydroxide,0.0,mg/l
USGS-412735081375500,,,,,2017-03-07,Depth to water level below land surface,10.69,ft
USGS-412928081560220,,,,,2017-07-24,Wave height,2.5,ft
USGS-412928081560220,,,,,2017-07-24,Escherichia coli,900.0,MPN/100 ml
USGS-412928081560220,,,,,2017-07-24,Turbidity,27.0,NTRU
USGS-412928081560220,,,,,2017-07-24,"Temperature, water",24.4,deg C
USGS-413510081340100,,,,,2017-08-02,"Temperature, water",22.9,deg C
USGS-413510081340100,,,,,2017-08-02,Escherichia coli,8.0,MPN/100 ml
USGS-413510081340100,,,,,2017-08-02,Turbidity,1.6,NTRU
USGS-413510081340100,,,,,2017-08-02,Wave height,0.2,ft
USGS-413510081340100,,,,,2017-08-11,Escherichia coli,340.0,MPN/100 ml
USGS-413510081340100,,,,,2017-08-11,Turbidity,2.1,NTRU
USGS-413510081340100,,,,,2017-08-11,Wave height,0.2,ft
USGS-412928081560220,,,,,2017-06-04,Escherichia coli,83.0,MPN/100 ml
USGS-412928081560220,,,,,2017-06-04,Turbidity,6.2,NTRU
USGS-412928081560220,,,,,2017-06-04,Wave height,0.0,ft
USGS-413510081340100,,,,,2017-06-09,"Temperature, water",17.7,deg C
USGS-413510081340100,,,,,2017-06-09,Escherichia coli,61.0,MPN/100 ml
USGS-413510081340100,,,,,2017-06-09,Turbidity,5.0,NTRU
USGS-413510081340100,,,,,2017-06-09,Wave height,0.2,ft
USGS-412922081442303,,,,,2017-09-06,"Temperature, water",21.2,deg C
USGS-412922081442303,,,,,2017-09-06,Escherichia coli,41.0,MPN/100 ml
USGS-412922081442303,,,,,2017-09-06,Turbidity,5.8,NTRU
USGS-412922081442303,,,,,2017-09-06,Wave height,0.5,ft
USGS-412922081442303,,,,,2017-06-07,"Temperature, water",17.2,deg C
USGS-412922081442303,,,,,2017-06-07,Escherichia coli,91.0,MPN/100 ml
USGS-412922081442303,,,,,2017-06-07,Turbidity,39.0,NTRU
USGS-412922081442303,,,,,2017-06-07,Wave height,0.6,ft
USGS-412928081560220,,,,,2017-05-25,Escherichia coli,610.0,MPN/100 ml
USGS-04208000,,,,,2017-11-01,Stream width measure,118.0,ft
USGS-04208000,,,,,2017-11-01,"Temperature, water",8.5,deg C
USGS-04208000,,,,,2017-11-01,Barometric pressure,745.0,mm/Hg
USGS-04208000,,,,,2017-11-01,"Stream flow, instantaneous",310.0,ft3/s
USGS-04208000,,,,,2017-11-01,Number of sampling points,10.0,count
USGS-04208000,,,,,2017-11-01,"Height, gage",2.92,ft
USGS-04208000,,,,,2017-11-01,Specific conductance,992.0,uS/cm @25C
USGS-04208000,,,,,2017-11-01,"Acidity, (H+)",1e-05,mg/l
USGS-04208000,,,,,2017-11-01,Oxygen,11.7,mg/l
USGS-04208000,,,,,2017-11-01,Oxygen,103.0,% saturatn
USGS-04208000,,,,,2017-11-01,pH,8.1,std units
USGS-04208000,,,,,2017-11-01,pH,8.3,std units
USGS-04208000,,,,,2017-11-01,Organic Nitrogen,0.05,mg/l
USGS-04208000,,,,,2017-11-01,Ammonia and ammonium,0.36,mg/l as N
USGS-04208000,,,,,2017-11-01,Nitrite,0.116,mg/l as N
USGS-04208000,,,,,2017-11-01,Nitrate,4.02,mg/l as N
USGS-04208000,,,,,2017-11-01,Inorganic nitrogen (nitrate and nitrite),4.14,mg/l as N
USGS-04208000,,,,,2017-11-01,Orthophosphate,0.248,mg/l asPO4
USGS-04208000,,,,,2017-11-01,Phosphorus,0.118,mg/l as P
USGS-04208000,,,,,2017-11-01,Orthophosphate,0.081,mg/l as P
USGS-04208000,,,,,2017-11-01,"Hardness, Ca, Mg",258.0,mg/l CaCO3
USGS-04208000,,,,,2017-11-01,Calcium,74.4,mg/l
USGS-04208000,,,,,2017-11-01,Magnesium,17.5,mg/l
USGS-04208000,,,,,2017-11-01,Chloride,166.0,mg/l
USGS-04208000,,,,,2017-11-01,Sulfate,77.1,mg/l
USGS-04208000,,,,,2017-11-01,Fluoride,0.31,mg/l
USGS-04208000,,,,,2017-11-01,"Height, gage",0.89,m
USGS-04208000,,,,,2017-11-01,"Stream flow, instantaneous",8.8,m3/sec
USGS-04208000,,,,,2017-11-01,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",4.56,mg/l
USGS-04208000,,,,,2017-11-01,Turbidity,2.5,FNU
USGS-04208000,,,,,2017-11-01,Ammonia and ammonium,0.467,mg/l NH4
USGS-04208000,,,,,2017-11-01,Nitrate,17.8,mg/l asNO3
USGS-04208000,,,,,2017-11-01,Nitrite,0.38,mg/l asNO2
USGS-04208000,,,,,2017-11-01,Suspended Sediment Concentration (SSC),4.0,mg/l
USGS-04208000,,,,,2017-11-01,Suspended Sediment Discharge,3.3,tons/day
USGS-04208000,,,,,2017-11-01,Specific conductance,998.0,uS/cm @25C
USGS-412922081442303,,,,,2017-07-31,"Temperature, water",22.6,deg C
USGS-412922081442303,,,,,2017-07-31,Escherichia coli,14.0,MPN/100 ml
USGS-412922081442303,,,,,2017-07-31,Turbidity,5.6,NTRU
USGS-412922081442303,,,,,2017-07-31,Wave height,0.2,ft
USGS-412922081442303,,,,,2017-08-11,"Temperature, water",22.2,deg C
USGS-412922081442303,,,,,2017-08-11,Escherichia coli,2.0,MPN/100 ml
USGS-412922081442303,,,,,2017-08-11,Turbidity,3.0,NTRU
USGS-412922081442303,,,,,2017-08-11,Wave height,0.1,ft
USGS-412928081560220,,,,,2017-06-19,"Temperature, water",23.7,deg C
USGS-412928081560220,,,,,2017-06-19,Escherichia coli,110.0,MPN/100 ml
USGS-412928081560220,,,,,2017-06-19,Turbidity,5.9,NTRU
USGS-412928081560220,,,,,2017-06-19,Wave height,0.2,ft
USGS-412928081560220,,,,,2017-06-16,"Temperature, water",23.2,deg C
USGS-412928081560220,,,,,2017-06-16,Escherichia coli,30.0,MPN/100 ml
USGS-412928081560220,,,,,2017-06-16,Turbidity,3.0,NTRU
USGS-412928081560220,,,,,2017-06-16,Wave height,0.2,ft
USGS-412922081442303,,,,,2017-07-27,"Temperature, water",23.9,deg C
USGS-412922081442303,,,,,2017-07-27,Escherichia coli,17.0,MPN/100 ml
USGS-412922081442303,,,,,2017-07-27,Turbidity,6.3,NTRU
USGS-412922081442303,,,,,2017-07-27,Wave height,0.1,ft
USGS-412922081442303,,,,,2017-08-08,"Temperature, water",21.5,deg C
USGS-412922081442303,,,,,2017-08-08,Escherichia coli,98.0,MPN/100 ml
USGS-412922081442303,,,,,2017-08-08,Turbidity,17.0,NTRU
USGS-412922081442303,,,,,2017-08-08,Wave height,1.1,ft
USGS-413510081340100,,,,,2017-08-31,Escherichia coli,1700.0,MPN/100 ml
USGS-413510081340100,,,,,2017-08-31,Turbidity,9.0,NTRU
USGS-413510081340100,,,,,2017-08-31,Wave height,1.3,ft
USGS-412928081560220,,,,,2017-08-13,Turbidity,7.0,NTRU
USGS-412928081560220,,,,,2017-08-13,Wave height,1.5,ft
USGS-412928081560220,,,,,2017-08-13,Escherichia coli,29.0,MPN/100 ml
USGS-412928081560220,,,,,2017-08-13,"Temperature, water",21.7,deg C
USGS-412922081442303,,,,,2017-08-26,"Temperature, water",19.6,deg C
USGS-412922081442303,,,,,2017-08-26,Escherichia coli,12.0,MPN/100 ml
USGS-412922081442303,,,,,2017-08-26,Turbidity,4.2,NTRU
USGS-412922081442303,,,,,2017-08-26,Wave height,0.5,ft
USGS-413510081340100,,,,,2017-07-15,"Temperature, water",23.5,deg C
USGS-413510081340100,,,,,2017-07-15,Escherichia coli,80.0,MPN/100 ml
USGS-413510081340100,,,,,2017-07-15,Turbidity,3.7,NTRU
USGS-413510081340100,,,,,2017-07-15,Wave height,0.4,ft
USGS-412922081442303,,,,,2017-05-29,Escherichia coli,82.0,MPN/100 ml
USGS-412922081442303,,,,,2017-05-29,Turbidity,14.0,NTRU
USGS-412922081442303,,,,,2017-05-29,Wave height,0.6,ft
USGS-413510081340100,,,,,2017-06-13,"Temperature, water",21.0,deg C
USGS-413510081340100,,,,,2017-06-13,Escherichia coli,17.0,MPN/100 ml
USGS-413510081340100,,,,,2017-06-13,Turbidity,2.2,NTRU
USGS-413510081340100,,,,,2017-06-13,Wave height,0.2,ft
USGS-412922081442303,,,,,2017-07-07,"Temperature, water",23.4,deg C
USGS-412922081442303,,,,,2017-07-07,Escherichia coli,260.0,MPN/100 ml
USGS-412922081442303,,,,,2017-07-07,Turbidity,18.0,NTRU
USGS-412922081442303,,,,,2017-07-07,Wave height,1.5,ft
USGS-413510081340100,,,,,2017-06-19,"Temperature, water",22.7,deg C
USGS-413510081340100,,,,,2017-06-19,Escherichia coli,1200.0,MPN/100 ml
USGS-413510081340100,,,,,2017-06-19,Turbidity,3.9,NTRU
USGS-413510081340100,,,,,2017-06-19,Wave height,0.4,ft
USGS-413510081340100,,,,,2017-08-06,Escherichia coli,87.0,MPN/100 ml
USGS-413510081340100,,,,,2017-08-06,Turbidity,12.0,NTRU
USGS-413510081340100,,,,,2017-08-06,Wave height,0.3,ft
USGS-413510081340100,,,,,2017-07-19,"Temperature, water",24.1,deg C
USGS-413510081340100,,,,,2017-07-19,Escherichia coli,260.0,MPN/100 ml
USGS-413510081340100,,,,,2017-07-19,Turbidity,2.3,NTRU
USGS-413510081340100,,,,,2017-07-19,Wave height,0.1,ft
USGS-413510081340100,,,,,2017-06-11,"Temperature, water",19.3,deg C
USGS-413510081340100,,,,,2017-06-11,Escherichia coli,12.0,MPN/100 ml
USGS-413510081340100,,,,,2017-06-11,Turbidity,3.9,NTRU
USGS-413510081340100,,,,,2017-06-11,Wave height,0.4,ft
USGS-412928081560220,,,,,2017-07-23,"Temperature, water",24.3,deg C
USGS-412928081560220,,,,,2017-07-23,Escherichia coli,790.0,MPN/100 ml
USGS-412928081560220,,,,,2017-07-23,Turbidity,17.0,NTRU
USGS-412928081560220,,,,,2017-07-23,Wave height,0.8,ft
USGS-412928081560220,,,,,2017-08-17,"Temperature, water",22.9,deg C
USGS-412928081560220,,,,,2017-08-17,Turbidity,9.9,NTRU
USGS-412928081560220,,,,,2017-08-17,Wave height,0.3,ft
USGS-412928081560220,,,,,2017-08-17,Escherichia coli,19.0,MPN/100 ml
USGS-412742081380600,,,,,2017-03-29,"Temperature, air",10.1,deg C
USGS-412922081442303,,,,,2017-08-21,"Temperature, water",23.9,deg C
USGS-412922081442303,,,,,2017-08-21,Escherichia coli,13.0,MPN/100 ml
USGS-412922081442303,,,,,2017-08-21,Turbidity,2.9,NTRU
USGS-412922081442303,,,,,2017-08-21,Wave height,0.2,ft
USGS-412928081560220,,,,,2017-07-29,"Temperature, water",22.3,deg C
USGS-412928081560220,,,,,2017-07-29,Escherichia coli,98.0,MPN/100 ml
USGS-412928081560220,,,,,2017-07-29,Turbidity,160.0,NTRU
USGS-412928081560220,,,,,2017-07-29,Wave height,2.5,ft
USGS-412922081442303,,,,,2017-09-07,"Temperature, water",17.5,deg C
USGS-412922081442303,,,,,2017-09-07,Escherichia coli,18.0,MPN/100 ml
USGS-412922081442303,,,,,2017-09-07,Turbidity,4.3,NTRU
USGS-412922081442303,,,,,2017-09-07,Wave height,1.5,ft
USGS-413510081340100,,,,,2017-07-28,"Temperature, water",23.9,deg C
USGS-413510081340100,,,,,2017-07-28,Escherichia coli,190.0,MPN/100 ml
USGS-413510081340100,,,,,2017-07-28,Turbidity,3.2,NTRU
USGS-413510081340100,,,,,2017-07-28,Wave height,0.3,ft
USGS-412928081560220,,,,,2017-07-21,"Temperature, water",24.9,deg C
USGS-412928081560220,,,,,2017-07-21,Escherichia coli,5.0,MPN/100 ml
USGS-412928081560220,,,,,2017-07-21,Turbidity,3.8,NTRU
USGS-412928081560220,,,,,2017-07-21,Wave height,0.0,ft
USGS-412928081560220,,,,,2017-08-26,"Temperature, water",20.0,deg C
USGS-412928081560220,,,,,2017-08-26,Escherichia coli,28.0,MPN/100 ml
USGS-412928081560220,,,,,2017-08-26,Turbidity,9.1,NTRU
USGS-412928081560220,,,,,2017-08-26,Wave height,1.8,ft
USGS-412742081380600,,,,,2017-03-29,"Temperature, water",9.4,deg C
USGS-412742081380600,,,,,2017-03-29,"Flow rate, instantaneous",0.08,gal/min
USGS-412742081380600,,,,,2017-03-29,Specific conductance,712.0,uS/cm @25C
USGS-412742081380600,,,,,2017-03-29,"Acidity, (H+)",0.00018,mg/l
USGS-412742081380600,,,,,2017-03-29,Oxygen,1.1,mg/l
USGS-412742081380600,,,,,2017-03-29,pH,6.8,std units
USGS-412742081380600,,,,,2017-03-29,Carbon dioxide,92.0,mg/l
USGS-412742081380600,,,,,2017-03-29,Carbonate,0.1,mg/l
USGS-412742081380600,,,,,2017-03-29,Bicarbonate,325.0,mg/l
USGS-412742081380600,,,,,2017-03-29,Depth to water level below land surface,1.28,m
USGS-412742081380600,,,,,2017-03-29,Alkalinity,267.0,mg/l CaCO3
USGS-412742081380600,,,,,2017-03-29,Oxidation reduction potential (ORP),202.0,mV
USGS-412742081380600,,,,,2017-03-29,Turbidity,8.5,NTRU
USGS-412742081380600,,,,,2017-03-29,Hydroxide,0.0,mg/l
USGS-412742081380600,,,,,2017-03-29,Depth to water level below land surface,4.19,ft
USGS-412922081442303,,,,,2017-05-28,Escherichia coli,72.0,MPN/100 ml
USGS-412922081442303,,,,,2017-05-28,Turbidity,6.3,NTRU
USGS-412922081442303,,,,,2017-05-28,Wave height,0.3,ft
USGS-413510081340100,,,,,2017-09-07,"Temperature, water",18.8,deg C
